"URI","Label","Definition","Notation","Status","AcceptedDate"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201221","Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores; colour lakes and preparations based thereon","","CPA_C201221","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201222","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives; colouring matter of vegetable or animal origin","","CPA_C201222","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201223","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning","","CPA_C201223","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201224","Colouring matter n.e.c.; inorganic products of a kind used as luminophores","","CPA_C201224","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20129","Sub-contracted operations as part of manufacturing of dyes and pigments","","CPA_C20129","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201299","Sub-contracted operations as part of manufacturing of dyes and pigments","","CPA_C201299","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C2013","Other inorganic basic chemicals","","CPA_C2013","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20131","Enriched uranium and plutonium; depleted uranium and thorium; other radioactive elements","","CPA_C20131","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201311","Enriched uranium and plutonium and their compounds","","CPA_C201311","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201312","Depleted uranium and thorium and their compounds","","CPA_C201312","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201313","Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds","","CPA_C201313","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201314","Fuel elements (cartridges), non-irradiated, for nuclear reactors","","CPA_C201314","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20132","Chemical elements n.e.c.; inorganic acids and compounds","","CPA_C20132","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201321","Metalloids","","CPA_C201321","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201322","Halogen or sulphur compounds of non-metals","","CPA_C201322","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201323","Alkali or alkaline-earth metals; rare earth metals, scandium and yttrium; mercury","","CPA_C201323","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201324","Hydrogen chloride; oleum; diphosphorus pentaoxide; other inorganic acids; silicon and sulphur dioxide","","CPA_C201324","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201325","Oxides, hydroxides and peroxides; hydrazine and hydroxylamine and their inorganic salts","","CPA_C201325","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20133","Metallic halogenates; hypochlorites, chlorates and perchlorates","","CPA_C20133","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201331","Metallic halogenates","","CPA_C201331","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201332","Hypochlorites, chlorates and perchlorates","","CPA_C201332","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20134","Sulphides, sulphates; nitrates, phosphates and carbonates","","CPA_C20134","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201341","Sulphides, sulphites and sulphates","","CPA_C201341","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201342","Phosphinates, phosphonates, phosphates, polyphosphates and nitrates (except of potassium)","","CPA_C201342","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201343","Carbonates","","CPA_C201343","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20135","Salts of other metals","","CPA_C20135","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201351","Salts of oxometallic or peroxometallic acids; colloidal precious metals","","CPA_C201351","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201352","Inorganic compounds n.e.c., including distilled water; amalgams other than amalgams of precious metals","","CPA_C201352","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20136","Other inorganic basic chemicals n.e.c.","","CPA_C20136","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201361","Isotopes n.e.c. and compounds thereof (including heavy water)","","CPA_C201361","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201362","Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perborates; other salts of inorganic acids or peroxoacids","","CPA_C201362","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201363","Hydrogen peroxide","","CPA_C201363","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201364","Phosphides, carbides, hydrides, nitrides, azides, silicides and borides","","CPA_C201364","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201365","Compounds of rare earth metals, of yttrium or of scandium","","CPA_C201365","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201366","Sulphur, except sublimed sulphur, precipitated sulphur and colloidal sulphur","","CPA_C201366","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201367","Roasted iron pyrites","","CPA_C201367","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201368","Piezo-electric quartz; other synthetic or reconstructed precious or semi-precious stones, unworked","","CPA_C201368","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20139","Sub-contracted operations as part of manufacturing of other inorganic basic chemicals","","CPA_C20139","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201399","Sub-contracted operations as part of manufacturing of other inorganic basic chemicals","","CPA_C201399","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C2014","Other organic basic chemicals","","CPA_C2014","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20141","Hydrocarbons and their derivatives","","CPA_C20141","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201411","Acyclic hydrocarbons","","CPA_C201411","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201412","Cyclic hydrocarbons","","CPA_C201412","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201413","Chlorinated derivatives of acyclic hydrocarbons","","CPA_C201413","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201414","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated","","CPA_C201414","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201419","Other derivatives of hydrocarbons","","CPA_C201419","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20142","Alcohols, phenols, phenol-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols","","CPA_C20142","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201421","Industrial fatty alcohols","","CPA_C201421","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201422","Monohydric alcohols","","CPA_C201422","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201423","Diols, polyalcohols, cyclical alcohols and derivatives thereof","","CPA_C201423","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201424","Phenols; phenol-alcohols and derivatives of phenols","","CPA_C201424","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20143","Industrial monocarboxylic fatty acids; carboxylic acids and their derivatives","","CPA_C20143","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201431","Industrial monocarboxylic fatty acids; acid oils from refining","","CPA_C201431","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201432","Saturated acyclic monocarboxylic acids and their derivatives","","CPA_C201432","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201433","Unsaturated monocarboxylic, cyclanic, cyclenic or cycloterpenic acyclic polycarboxylic acids and their derivatives","","CPA_C201433","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201434","Aromatic polycarboxylic and carboxylic acids with additional oxygen functions; and their derivatives, except salicylic acid and its salts","","CPA_C201434","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20144","Organic compounds with nitrogen functions","","CPA_C20144","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201441","Amine function compounds","","CPA_C201441","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201442","Oxygen-function amino-compounds, except lysine and glutamic acid","","CPA_C201442","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201443","Ureines; carboxymide-function compounds, nitrile function compounds; derivatives thereof","","CPA_C201443","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201444","Compounds with other nitrogen functions","","CPA_C201444","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20145","Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.","","CPA_C20145","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201451","Organo-sulphur and other organo-inorganic compounds","","CPA_C201451","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201452","Heterocyclic compounds n.e.c.; nucleic acids and their salts","","CPA_C201452","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201453","Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) and their salts; and their halogenated, sulphonated, nitrated or nitrosated derivatives","","CPA_C201453","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20146","Ethers, organic peroxides, epoxides, acetals and hemiacetals; other organic compounds","","CPA_C20146","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201461","Aldehyde function compounds","","CPA_C201461","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201462","Ketone and quinone function compounds","","CPA_C201462","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201463","Ethers, organic peroxides, epoxides, acetals and hemiacetals and their derivatives","","CPA_C201463","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201464","Enzymes and other organic compounds n.e.c.","","CPA_C201464","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20147","Miscellaneous basic organic chemical products","","CPA_C20147","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201471","Derivates of vegetable or resin products","","CPA_C201471","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201472","Wood charcoal","","CPA_C201472","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201473","Oils and other products of the distillation of high temperature coal tar, and similar products","","CPA_C201473","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201474","Undenatured ethyl alcohol of alcoholic strength by volume of ? 80%","","CPA_C201474","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201475","Ethyl alcohol and other spirits, denatured, of any strength","","CPA_C201475","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20148","Residual lyes from the manufacture of wood pulp, excluding tall oil","","CPA_C20148","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201480","Residual lyes from the manufacture of wood pulp, excluding tall oil","","CPA_C201480","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20149","Sub-contracted operations as part of manufacturing of other organic basic chemicals","","CPA_C20149","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201499","Sub-contracted operations as part of manufacturing of other organic basic chemicals","","CPA_C201499","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C2015","Fertilisers and nitrogen compounds","","CPA_C2015","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20151","Nitric acid; sulphonitric acids; ammonia","","CPA_C20151","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201510","Nitric acid; sulphonitric acids; ammonia","","CPA_C201510","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20152","Ammonium chloride; nitrites","","CPA_C20152","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201520","Ammonium chloride; nitrites","","CPA_C201520","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20153","Nitrogenous fertilisers, mineral or chemical","","CPA_C20153","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201531","Urea","","CPA_C201531","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201532","Ammonium sulphate","","CPA_C201532","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201533","Ammonium nitrate","","CPA_C201533","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201534","Double salts and mixtures of calcium nitrate and ammonium nitrate","","CPA_C201534","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201535","Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances","","CPA_C201535","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201536","Urea and ammonium nitrate solutions","","CPA_C201536","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201539","Other nitrogenous fertilisers and mixtures n.e.c.","","CPA_C201539","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20154","Phosphatic fertilisers, mineral or chemical","","CPA_C20154","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201541","Superphosphates","","CPA_C201541","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201549","Other phosphatic fertilisers","","CPA_C201549","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20155","Potassic fertilisers, mineral or chemical","","CPA_C20155","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201551","Potassium chloride (muriate of potash)","","CPA_C201551","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201552","Potassium sulphate (sulphate of potash)","","CPA_C201552","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201559","Other potassic fertilisers","","CPA_C201559","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20156","Sodium nitrate","","CPA_C20156","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201560","Sodium nitrate","","CPA_C201560","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20157","Fertilisers n.e.c.","","CPA_C20157","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201571","Fertilisers containing three nutrients: nitrogen, phosphorus and potassium","","CPA_C201571","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201572","Diammonium hydrogenorthophosphate (diammonium phosphate)","","CPA_C201572","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201573","Monoammonium phosphate","","CPA_C201573","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201574","Fertilisers containing two nutrients: nitrogen and phosphorus","","CPA_C201574","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201575","Fertilisers containing two nutrients: phosphorus and potassium","","CPA_C201575","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201576","Potassium nitrates","","CPA_C201576","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201579","Mineral or chemical fertilisers containing at least two nutrients (nitrogen, phosphate, potash) n.e.c.","","CPA_C201579","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20158","Animal or vegetable fertilisers n.e.c.","","CPA_C20158","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201580","Animal or vegetable fertilisers n.e.c.","","CPA_C201580","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20159","Sub-contracted operations as part of manufacturing of fertilisers and nitrogen compounds","","CPA_C20159","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201599","Sub-contracted operations as part of manufacturing of fertilisers and nitrogen compounds","","CPA_C201599","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C2016","Plastics in primary forms","","CPA_C2016","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20161","Polymers of ethylene, in primary forms","","CPA_C20161","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201610","Polymers of ethylene, in primary forms","","CPA_C201610","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20162","Polymers of styrene, in primary forms","","CPA_C20162","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201620","Polymers of styrene, in primary forms","","CPA_C201620","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20163","Polymers of vinyl chloride or of other halogenated olefins, in primary forms","","CPA_C20163","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201630","Polymers of vinyl chloride or of other halogenated olefins, in primary forms","","CPA_C201630","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20164","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms","","CPA_C20164","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201640","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms","","CPA_C201640","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20165","Other plastics in primary forms; ion exchangers","","CPA_C20165","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201651","Polymers of propylene or of other olefins, in primary forms","","CPA_C201651","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201652","Polymers of vinyl acetate or of other vinyl esters and other vinyl polymers, in primary forms","","CPA_C201652","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201653","Acrylic polymers, in primary forms","","CPA_C201653","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201654","Polyamides, in primary forms","","CPA_C201654","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201655","Urea resins, thiourea resins and melamine resins, in primary forms","","CPA_C201655","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201656","Other amino-resins, phenolic resins and polyurethanes, in primary forms","","CPA_C201656","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201657","Silicones, in primary forms","","CPA_C201657","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201659","Other plastics, in primary forms, n.e.c.","","CPA_C201659","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20169","Sub-contracted operations as part of manufacturing of plastics in primary forms","","CPA_C20169","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201699","Sub-contracted operations as part of manufacturing of plastics in primary forms","","CPA_C201699","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C2017","Synthetic rubber in primary forms","","CPA_C2017","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20171","Synthetic rubber in primary forms","","CPA_C20171","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201710","Synthetic rubber in primary forms","","CPA_C201710","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20179","Sub-contracted operations as part of manufacturing of synthetic rubber in primary forms","","CPA_C20179","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C201799","Sub-contracted operations as part of manufacturing of synthetic rubber in primary forms","","CPA_C201799","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202","Pesticides and other agrochemical products","","CPA_C202","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C2020","Pesticides and other agrochemical products","","CPA_C2020","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20201","Pesticides and other agrochemical products","","CPA_C20201","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202011","Insecticides","","CPA_C202011","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202012","Herbicides","","CPA_C202012","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202013","Anti-sprouting products and plant growth regulators","","CPA_C202013","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202014","Disinfectants","","CPA_C202014","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202015","Fungicides","","CPA_C202015","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202016","Hazardous pesticides","","CPA_C202016","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202019","Other pesticides and other agrochemical products","","CPA_C202019","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20209","Sub-contracted operations as part of manufacturing of pesticides and other agro-chemical products","","CPA_C20209","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C202099","Sub-contracted operations as part of manufacturing of pesticides and other agro-chemical products","","CPA_C202099","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C203","Paints, varnishes and similar coatings, printing ink and mastics","","CPA_C203","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C2030","Paints, varnishes and similar coatings, printing ink and mastics","","CPA_C2030","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20301","Paints and varnishes based on polymers","","CPA_C20301","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C203011","Paints and varnishes based on acrylic or vinyl polymers, in an aqueous medium","","CPA_C203011","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C203012","Paints and varnishes based on polyesters, acrylic or vinyl polymers, in a non-aqueous medium; solutions","","CPA_C203012","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20302","Other paints and varnishes and related products; artists' colour and printing ink","","CPA_C20302","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C203021","Prepared pigments, opacifiers and colours, vitrifiable enamels and glazes, engobes, liquid lustres and the like; glass frit","","CPA_C203021","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C203022","Other paints and varnishes; prepared driers","","CPA_C203022","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C203023","Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like","","CPA_C203023","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C203024","Printing ink","","CPA_C203024","valid","2018-03-23"
"http://dd.eionet.europa.eu/vocabulary/eurostat/cpa2_1/CPA_C20309","Sub-contracted operations as part of manufacturing of paints, varnishes and similar coatings, printing ink and mastics","","CPA_C20309","valid","2018-03-23"
